product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
1d7bb6515c4995e739fd62faf05f2863,papelaria,27.0,105.0,2.0,600.0,37.0,6.0,29.0
70c6bcc1ade2c8284d07bddfe37dcfee,utilidades_domesticas,43.0,711.0,1.0,2000.0,25.0,60.0,25.0
1da4613d4f7e10e1554538b46dd16486,papelaria,59.0,326.0,3.0,1600.0,60.0,20.0,29.0
61e10f3719455e41bd5956ef8dc29092,beleza_saude,43.0,1386.0,1.0,1500.0,30.0,10.0,17.0
cf2653cf76be07fe57a84a492eaedf8f,artigos_de_natal,36.0,220.0,1.0,350.0,16.0,10.0,11.0
c2bd03501cf7f4f3a1201e6069155bc0,moveis_decoracao,55.0,133.0,1.0,900.0,35.0,4.0,30.0
8384a437925520e96cb6acc65235e499,cama_mesa_banho,54.0,239.0,1.0,550.0,25.0,10.0,25.0
3e44b19563ef5a25f4b7e0fdfc3657c3,brinquedos,59.0,523.0,1.0,9700.0,30.0,30.0,30.0
5f287404fdf339bcbe657a37b6a4b048,brinquedos,47.0,766.0,1.0,1000.0,36.0,8.0,28.0
3d97f0e9cc1e412e5d125b3d24af8707,moveis_decoracao,63.0,1600.0,8.0,4050.0,50.0,15.0,40.0
88b0e43d1df085c4e8c2be324e3785f3,telefonia,58.0,1087.0,2.0,175.0,19.0,11.0,14.0
cfdc07d05c8c2c2ca22d746294ba0d3a,utilidades_domesticas,54.0,599.0,1.0,14900.0,40.0,25.0,40.0
a60e1868eec274b4c295fc836ea8320d,casa_conforto,49.0,217.0,3.0,3000.0,40.0,20.0,40.0
3df78dbb35e3edc35c5f309011b6e3d9,eletrodomesticos,59.0,709.0,2.0,650.0,28.0,10.0,18.0
fc94d52bb346616a130e657a8fac829b,bebes,58.0,233.0,1.0,7100.0,41.0,40.0,40.0
134529314360d3cb9e5e052b0b7b4b39,construcao_ferramentas_construcao,51.0,339.0,1.0,100.0,20.0,4.0,20.0
304104a478e3a605db6072a22e4ee228,eletroportateis,54.0,2667.0,5.0,2600.0,36.0,13.0,36.0
f4a53b6154c996879ab3efb88b2af77e,telefonia_fixa,63.0,332.0,3.0,150.0,16.0,4.0,11.0
27fde8707fbe094d54bcbabc9dd5f7d3,cama_mesa_banho,55.0,446.0,1.0,10800.0,16.0,10.0,16.0
fee0732d760a52d0047533f53a110037,automotivo,57.0,2553.0,1.0,3500.0,57.0,17.0,17.0
29dde5020c59e8f8e8154cfc146a93d1,moveis_cozinha_area_de_servico_jantar_e_jardim,43.0,1562.0,7.0,8050.0,40.0,20.0,60.0
ac0bb4405e9661957160dd5ee9d5585c,brinquedos,54.0,407.0,5.0,1250.0,45.0,8.0,26.0
ddee1b747d9681ef016a78e77937e950,utilidades_domesticas,59.0,494.0,3.0,1350.0,37.0,10.0,31.0
faf58757ca84cfb8c154b772683e76e3,papelaria,53.0,559.0,2.0,150.0,16.0,10.0,27.0
d399dfc93e30e60fce539861202763af,casa_conforto,59.0,217.0,3.0,1700.0,30.0,20.0,30.0
bbc63e599e67ab71d08ed921ac58defa,bebidas,48.0,497.0,1.0,1700.0,21.0,12.0,18.0
00ddaddbe03b7103d80daee96892363f,telefonia,59.0,600.0,1.0,200.0,19.0,4.0,11.0
674fa4e0401faf80b7d4311e7cb636f4,brinquedos,29.0,860.0,1.0,1150.0,28.0,13.0,21.0
d02e5b014cc50a42a3ede0b3dc1fc63e,utilidades_domesticas,44.0,203.0,1.0,1100.0,19.0,22.0,19.0
f1565c6b7be8ebed9fafb07bcb6435a9,cama_mesa_banho,54.0,614.0,1.0,1650.0,40.0,5.0,30.0
a892ca050a783e4f416986981b37422e,perfumaria,54.0,866.0,4.0,215.0,18.0,11.0,12.0
5cb24cb74b433876acfc7eb8aa08cab5,brinquedos,31.0,314.0,1.0,478.0,23.0,20.0,18.0
9a4b54310a69c82a6773791c9099e109,utilidades_domesticas,22.0,332.0,1.0,250.0,34.0,5.0,27.0
ddc1d8513943b57455b160acf77e6507,esporte_lazer,60.0,361.0,3.0,550.0,25.0,25.0,25.0
e987172c2818cc16b2555bc130ac5fac,,,,,4700.0,19.0,52.0,19.0
e40c39c560a2473e52cebd2ccb0d7969,brinquedos,40.0,970.0,2.0,900.0,41.0,13.0,26.0
218d038ff5f2acccebb3cc1d452a911b,beleza_saude,32.0,318.0,3.0,133.0,16.0,14.0,12.0
5f84104353e7e051af78c2a9a1721bcd,brinquedos,57.0,1067.0,4.0,2863.0,53.0,24.0,26.0
821f6f2b173248cc704e369c94228008,beleza_saude,58.0,1552.0,5.0,22150.0,58.0,94.0,29.0
12595985a0207bedf6e09ef07e1f98a3,esporte_lazer,63.0,666.0,7.0,10100.0,80.0,30.0,60.0
d0744123a3448128f572ff0a95c13d87,moveis_decoracao,59.0,603.0,1.0,8200.0,40.0,35.0,35.0
bddc1407637849d18d139b4012e4406a,casa_construcao,38.0,883.0,1.0,2483.0,18.0,14.0,16.0
b05e00841a6dad404ef34ae67807879a,moveis_decoracao,37.0,719.0,6.0,200.0,16.0,2.0,11.0
4652e11aee23d86203400f6094fbe8bf,automotivo,60.0,580.0,1.0,193.0,16.0,11.0,12.0
a696d5d63900a0d8318ce8861dfc4f9f,esporte_lazer,51.0,792.0,3.0,300.0,19.0,12.0,12.0
caf230c721f149691d0307f0868beac6,automotivo,59.0,512.0,2.0,500.0,30.0,20.0,20.0
67523567791b73064e78d6a5731f379c,automotivo,39.0,2642.0,2.0,83.0,19.0,4.0,14.0
14d8c1bbd5f367608c37522e99c47258,livros_interesse_geral,16.0,276.0,1.0,150.0,28.0,2.0,19.0
5b6df302d191ccd16b319099f66be46e,moveis_decoracao,58.0,333.0,2.0,600.0,18.0,5.0,34.0
0fe81ae548bfaebcb1efcb38208efa1c,utilidades_domesticas,55.0,607.0,1.0,1000.0,37.0,11.0,34.0
e9dd44f105ffdcb98405c94f1d0bbdd9,moveis_decoracao,50.0,201.0,3.0,1000.0,25.0,23.0,25.0
afa545a68cd944454da238793813a4d8,malas_acessorios,41.0,272.0,2.0,16050.0,60.0,40.0,40.0
94fb18015068e3550e6a8f0729558904,cama_mesa_banho,46.0,2323.0,1.0,1700.0,30.0,23.0,11.0
cd6efbd49aaf6ab8c3eb9605aae7e942,papelaria,37.0,276.0,3.0,200.0,20.0,20.0,20.0
d59adec5f338fc378737245a857f662b,cama_mesa_banho,50.0,196.0,3.0,700.0,37.0,23.0,35.0
8b9c29dd9e59bded956555ded6c68a54,utilidades_domesticas,53.0,1254.0,1.0,1850.0,41.0,20.0,25.0
a069fc741ff92fd8af8270a66f35fcbd,moveis_sala,31.0,325.0,3.0,4025.0,51.0,14.0,52.0
a2abc65fbaa1761f0c6a88512db4719f,moveis_decoracao,30.0,1443.0,2.0,18800.0,52.0,36.0,60.0
53e695484b71a194bf7d89b48700756a,fraldas_higiene,54.0,560.0,4.0,5100.0,32.0,19.0,29.0
355c91ffac499557d65c0821237b6350,fashion_bolsas_e_acessorios,42.0,770.0,1.0,850.0,16.0,2.0,11.0
78a2a96601d7940594f95dbaa4c368d0,perfumaria,43.0,409.0,1.0,463.0,18.0,10.0,14.0
52faaea7e7d55dfe5aa81f0b5f79d7b9,moveis_decoracao,63.0,702.0,3.0,2050.0,35.0,10.0,35.0
70615110b87b5e185d019c1968084752,brinquedos,60.0,178.0,6.0,1800.0,35.0,20.0,20.0
ac7e25ab6b98f4508fcc4f5a85740011,esporte_lazer,55.0,1122.0,3.0,700.0,20.0,10.0,15.0
e7593e3c84b3302e1531a715f1ded8b2,moveis_decoracao,46.0,458.0,1.0,750.0,30.0,30.0,30.0
5fd295ecaf1c3821da3a53a52dac90e2,construcao_ferramentas_jardim,37.0,1975.0,1.0,8950.0,44.0,40.0,34.0
569ffd16f8032478cbeb9800f2e94ba0,moveis_decoracao,49.0,544.0,1.0,410.0,39.0,3.0,28.0
ff80f0538290775336ee74b4997a855c,relogios_presentes,44.0,1484.0,1.0,333.0,28.0,13.0,15.0
481587fdec29c4d63a801769b4e5c578,moveis_cozinha_area_de_servico_jantar_e_jardim,49.0,1618.0,8.0,9800.0,16.0,95.0,50.0
08ba0b9a5d17ce718c503eee72338e98,relogios_presentes,46.0,451.0,4.0,250.0,16.0,13.0,13.0
4d38a4daf13a87012b73156f834afec0,cama_mesa_banho,44.0,331.0,1.0,300.0,36.0,6.0,26.0
4beaa629c1622b0fc9471351db5ea62c,fashion_bolsas_e_acessorios,63.0,655.0,4.0,200.0,16.0,9.0,20.0
ccf72249cc35d9121279de015c5657fc,utilidades_domesticas,51.0,638.0,2.0,1100.0,60.0,12.0,30.0
07145f317bd27c212bbc49377b3940dd,cama_mesa_banho,57.0,134.0,4.0,400.0,20.0,10.0,30.0
ab14f3763110d218ea7862647bd450af,esporte_lazer,59.0,892.0,1.0,30000.0,19.0,16.0,19.0
88d07a97123a341509effc395bf418c8,fashion_bolsas_e_acessorios,30.0,275.0,5.0,500.0,30.0,20.0,20.0
5355a40d35bd884a0a357a703be19df5,market_place,48.0,1022.0,4.0,100.0,27.0,15.0,15.0
d5394d514863cae57faa03d1784ae6fd,brinquedos,54.0,1078.0,1.0,500.0,35.0,18.0,25.0
50fd2b788dc166edd20512370dac54df,eletronicos,46.0,2285.0,1.0,150.0,30.0,10.0,20.0
358c791cbb9616153f8864c3d6eabaf4,brinquedos,50.0,887.0,1.0,4317.0,27.0,20.0,28.0
88b3956a8179086a0c985a39644ec47d,esporte_lazer,52.0,1083.0,1.0,4550.0,80.0,30.0,20.0
d79c1b22417ddb8b9c157685628fe411,informatica_acessorios,53.0,814.0,4.0,800.0,17.0,12.0,12.0
5db096acdea1d87bfa4d07c1cc70c492,moveis_decoracao,51.0,595.0,1.0,16000.0,63.0,40.0,38.0
bfdf870440db3d003d76d1a9085fcd2b,telefonia_fixa,60.0,234.0,2.0,331.0,21.0,13.0,17.0
6cc6509fe96a5ee8b3125550e8092a00,beleza_saude,44.0,453.0,1.0,383.0,20.0,19.0,14.0
5d720fc5a34a02b8eaeff74ebf5ef88c,esporte_lazer,58.0,278.0,2.0,400.0,30.0,15.0,20.0
00738f5a17ec4450e88915357b085c1e,brinquedos,37.0,670.0,2.0,600.0,17.0,15.0,22.0
62ca5c25d64eb6e83232fdb4203df305,moveis_sala,39.0,245.0,2.0,7475.0,54.0,16.0,53.0
e30a07181e238b29af319577b9bb22fe,beleza_saude,48.0,1250.0,2.0,1100.0,20.0,10.0,20.0
60bf1bc45f1207a9d08863c1f6d390c8,fashion_bolsas_e_acessorios,47.0,490.0,5.0,150.0,16.0,9.0,11.0
bd1fc5db666613cbd3cba3ef38d3c0f2,automotivo,36.0,2973.0,3.0,30000.0,66.0,66.0,43.0
2903f5a4475454e513a2bdcad950b90f,moveis_decoracao,52.0,2010.0,2.0,3000.0,69.0,11.0,11.0
73429b7f397b34d3ade14cb9672a8d46,moveis_decoracao,36.0,687.0,3.0,1550.0,84.0,8.0,11.0
6085250f7b172d15b2fd69b85ca4808e,informatica_acessorios,35.0,492.0,1.0,200.0,18.0,9.0,16.0
9663cf1ff5c7ff603be0a27b1cf2dde2,bebes,44.0,271.0,1.0,600.0,25.0,15.0,25.0
9674b7f245c1d659972605a979ac3dcf,moveis_escritorio,43.0,2233.0,1.0,13900.0,55.0,27.0,55.0
dcda28837e91de197266ec8d4327d0f6,,,,,9000.0,60.0,40.0,40.0
ce5a07feea47b22089fc735f70ae4931,,,,,150.0,16.0,7.0,13.0
cdbb028dcdcdb294fd86a808b3569c11,,,,,1000.0,24.0,16.0,16.0
87fe3060b63fb773ce7cc144ec313824,utilidades_domesticas,57.0,227.0,1.0,350.0,22.0,10.0,18.0
2eb705094d8383cfa50e8965dddc8a7e,livros_interesse_geral,39.0,2244.0,1.0,1250.0,28.0,5.0,22.0
9c6d5d4aaea6884ee19112567691a1da,cama_mesa_banho,55.0,322.0,1.0,1575.0,33.0,10.0,21.0
cb04681b1a0dc519c3184cae771a2cdf,utilidades_domesticas,43.0,547.0,3.0,850.0,25.0,15.0,36.0
06e73ddcb54620a36bfdb2e073c4dc40,fashion_bolsas_e_acessorios,48.0,357.0,5.0,150.0,16.0,9.0,11.0
8e023144385596d8dce754c39ea479f2,papelaria,42.0,1414.0,1.0,730.0,18.0,28.0,18.0
2c52e710fd7c065119722cad50607252,relogios_presentes,53.0,539.0,2.0,197.0,16.0,11.0,12.0
ba74c6b75d2ad7503175809688d5a03c,relogios_presentes,59.0,1088.0,2.0,292.0,17.0,8.0,12.0
4d2481b021cc6916e6c45615ee2d7638,,,,,500.0,20.0,16.0,16.0
3ae88ae7de71731768a584f527dc1fb0,bebes,40.0,1561.0,1.0,850.0,30.0,40.0,50.0
10d2b7a176cd8a35bcae7c15e0e7626e,esporte_lazer,58.0,1033.0,5.0,750.0,16.0,10.0,11.0
e411491f59e292ac3d3cf9d9d79b3313,cama_mesa_banho,57.0,232.0,1.0,2100.0,38.0,7.0,29.0
6661021f37132951c2c8d7576fa7b819,beleza_saude,25.0,308.0,1.0,200.0,35.0,5.0,13.0
3c726b5f595b976b4348899225d955a5,brinquedos,58.0,822.0,8.0,805.0,28.0,37.0,25.0
541de21b45fa18d292382c79394e055c,ferramentas_jardim,59.0,704.0,1.0,3200.0,20.0,10.0,22.0
1fac2e6b0fdfb2e529fc9960c5270aeb,instrumentos_musicais,60.0,222.0,1.0,700.0,20.0,20.0,20.0
e2392cbe0b76da9c4e7271a3a71f5d3e,pet_shop,37.0,139.0,1.0,350.0,23.0,20.0,20.0
79d62ec5dd0de230da5f185b478a5ade,automotivo,45.0,949.0,1.0,375.0,17.0,5.0,13.0
741f691f78a534cefbddcc7887f1c3d1,casa_construcao,48.0,223.0,2.0,3150.0,30.0,26.0,27.0
67fe44191fffe358dc237a228fe96430,moveis_decoracao,51.0,1186.0,2.0,700.0,53.0,8.0,11.0
829874309190054ac199e75205ad6b33,cool_stuff,37.0,1160.0,4.0,100.0,16.0,16.0,16.0
5d686bbd116b2de2ea1a4e1056501240,utilidades_domesticas,36.0,592.0,3.0,300.0,40.0,5.0,40.0
f837b6a7e6740b19b2fa33c267fd8e7c,esporte_lazer,51.0,1346.0,4.0,600.0,80.0,8.0,15.0
a7ca7fd9bf5015bfeecc4010e8fa4ce7,bebes,57.0,327.0,3.0,7400.0,57.0,40.0,25.0
1c05e0964302b6cf68ca0d15f326c6ba,moveis_escritorio,46.0,1159.0,1.0,9375.0,55.0,54.0,19.0
142e24ca1186ae5c0a12a6c315bf43fa,telefonia,60.0,869.0,4.0,500.0,20.0,15.0,16.0
a55d10eb698c768ef447648197bb0da9,cama_mesa_banho,57.0,214.0,1.0,1300.0,42.0,16.0,32.0
2f49c08d026479233c81816cd86a5ea1,automotivo,57.0,804.0,3.0,250.0,24.0,5.0,17.0
c3f6113d5b61bc95468432072b27e23d,informatica_acessorios,64.0,676.0,1.0,300.0,36.0,9.0,11.0
70de7f927d3615d94199abf14387491f,fashion_bolsas_e_acessorios,60.0,219.0,1.0,200.0,21.0,9.0,14.0
1e9f407b0d5f8f439956c66df050c107,eletroportateis,46.0,603.0,1.0,450.0,20.0,20.0,25.0
d9ef0410018bcb16abef7c8f005fa2f9,informatica_acessorios,58.0,543.0,3.0,150.0,16.0,5.0,16.0
cdbbae093813d93184f3192263cb9bfc,esporte_lazer,48.0,371.0,1.0,683.0,20.0,19.0,19.0
305cf3d6eaf7d2339acabcbacd5e3142,esporte_lazer,57.0,2982.0,1.0,6350.0,51.0,31.0,31.0
9d4907a98d11d8b3254b9997e36e2a32,esporte_lazer,29.0,405.0,1.0,200.0,16.0,16.0,16.0
413fa9f96b1e08ca73401f596e63dae4,telefonia,44.0,351.0,4.0,100.0,19.0,3.0,11.0
b3466bdd3b91a3c8ba3f2dbe7f9e0b4f,cool_stuff,58.0,341.0,1.0,850.0,20.0,20.0,20.0
bcaccccaa0255d8132172dfe9c10ab2e,eletronicos,33.0,198.0,1.0,150.0,22.0,6.0,16.0
4c6826f47a7d1a0e3f48b885170f4fc3,construcao_ferramentas_construcao,49.0,126.0,6.0,6900.0,60.0,20.0,40.0
14227590bd7dbecb72b7b37fc74a8065,pet_shop,58.0,483.0,1.0,150.0,16.0,3.0,16.0
9e69b6eb1dc98769983df1ce44f14efe,bebes,42.0,346.0,4.0,500.0,27.0,3.0,21.0
d05812cb900f3aac945fbb2298d07637,sinalizacao_e_seguranca,39.0,905.0,3.0,1650.0,30.0,20.0,30.0
a2e281fad531f293409da05efe8097fa,automotivo,59.0,743.0,1.0,350.0,16.0,16.0,18.0
15e71ca2be5a30e15c92ab4b36450571,telefonia,56.0,535.0,7.0,300.0,16.0,20.0,11.0
0874407d58fad5ce1eecc2f372fc8dbd,cama_mesa_banho,51.0,204.0,1.0,2950.0,40.0,13.0,43.0
90a889e1263345cdb507da0926d5e44f,brinquedos,42.0,224.0,1.0,450.0,45.0,15.0,35.0
fd97587c26811f6072bacce1484fbf65,bebes,57.0,322.0,4.0,50.0,16.0,6.0,11.0
1958c78374730139360de98514b9a916,brinquedos,52.0,446.0,2.0,2975.0,28.0,9.0,14.0
95fcb44ada4cefca4f03cc0b4b69ee33,beleza_saude,55.0,1530.0,1.0,1600.0,22.0,14.0,22.0
bdeeb5acd16db2efd16239bc6c0f01cb,construcao_ferramentas_construcao,35.0,2457.0,1.0,500.0,26.0,17.0,17.0
1ffbbf003b5a076002ac9deac36b1c4c,moveis_decoracao,41.0,352.0,1.0,5150.0,25.0,25.0,20.0
8bce28781999184ac2a46c7c83ba0ed6,esporte_lazer,44.0,232.0,2.0,3400.0,60.0,15.0,15.0
40bb10ced586734cde2061c5247f0ad8,ferramentas_jardim,57.0,794.0,1.0,350.0,23.0,8.0,16.0
5991a1ee2f6e00dd22dccb1550e20f64,utilidades_domesticas,58.0,856.0,1.0,175.0,25.0,8.0,19.0
b35370362fa3ad4b1976f2a11f146dfd,moveis_decoracao,53.0,191.0,4.0,6500.0,104.0,6.0,54.0
3c62f48140fdc7650a63b182fe3b9e4d,moveis_decoracao,63.0,832.0,2.0,1700.0,43.0,5.0,30.0
a25a9e3433043fb8a0808f310d8d8203,fashion_bolsas_e_acessorios,46.0,846.0,13.0,1000.0,45.0,16.0,45.0
b835d69ca6a226be6960b90d5b477bf2,moveis_escritorio,51.0,2344.0,1.0,10850.0,58.0,20.0,58.0
3e6b05aedc40a989d87c8518c6245fe1,moveis_decoracao,58.0,1988.0,3.0,2250.0,65.0,8.0,45.0
8222184819ebec6f4191df347b4166a9,automotivo,57.0,701.0,1.0,50.0,32.0,2.0,24.0
0c4dd7ab3593c8601e53207e02d16784,brinquedos,25.0,713.0,1.0,920.0,28.0,29.0,33.0
3b49d2e893a8c98d11a3cb44dc7274a7,perfumaria,41.0,748.0,1.0,100.0,20.0,15.0,15.0
0b2c18d8e73e17348a011241525cb089,relogios_presentes,60.0,1008.0,8.0,400.0,16.0,2.0,20.0
d9235fea02ba3f9fafcd78d898ac4355,construcao_ferramentas_iluminacao,54.0,929.0,5.0,1300.0,22.0,15.0,18.0
d9293c1e73be790ec4534dfe249611ab,moveis_decoracao,63.0,2741.0,5.0,400.0,20.0,16.0,15.0
5efee6a9b8e96bec1fae4b0f26470915,esporte_lazer,43.0,1832.0,1.0,250.0,18.0,19.0,18.0
9689b050651107828cab68a05c1996d5,moveis_decoracao,63.0,1703.0,1.0,750.0,60.0,11.0,11.0
2a5ce93df0dd4ec1b23ebc2e599d793e,cama_mesa_banho,49.0,207.0,1.0,2100.0,55.0,25.0,35.0
089526cae28a7fd487bfb3bab161d701,informatica_acessorios,44.0,433.0,1.0,200.0,17.0,8.0,11.0
cf92691b3ee30045224020f9ae5ae42c,perfumaria,51.0,632.0,2.0,467.0,18.0,12.0,18.0
cc9e875c2df286dbed83efe01191162c,la_cuisine,57.0,429.0,1.0,2700.0,85.0,7.0,40.0
9a21563e1d5b0ea5a57e972002c279d1,beleza_saude,36.0,223.0,1.0,167.0,17.0,13.0,17.0
70559c57b5e5cfac386368f45e744f55,informatica_acessorios,51.0,100.0,1.0,179.0,12.0,9.0,13.0
358d37dd53f3e05e0210a3ca3d953aca,informatica_acessorios,32.0,1095.0,2.0,200.0,38.0,2.0,29.0
cc07679fe101c4fa74d93e08145463f9,beleza_saude,27.0,510.0,1.0,75.0,16.0,5.0,13.0
8273821fd2a32fbbc77ad8b743b2a1b9,utilidades_domesticas,37.0,335.0,4.0,7550.0,50.0,15.0,40.0
3b10cf7d1e08c598428ad6eb7c59d09c,cama_mesa_banho,59.0,775.0,1.0,1550.0,32.0,10.0,28.0
5df01d29194d92b3191aa24aa1eb3b07,brinquedos,25.0,3925.0,1.0,1650.0,32.0,15.0,32.0
fb14dbd8b5d4195d70df81f35b593889,eletronicos,53.0,279.0,2.0,365.0,20.0,10.0,20.0
c448475cc4766baebabe30ee6d5f3fb7,papelaria,50.0,105.0,2.0,450.0,20.0,30.0,20.0
9c268694cc413affbf3c27d05ef796d1,fashion_bolsas_e_acessorios,35.0,277.0,2.0,200.0,19.0,11.0,15.0
5391609b73c1bd3aa36c88f5d954cb1c,brinquedos,55.0,496.0,2.0,350.0,36.0,13.0,16.0
fb05d01823da2c4e90924c5486134808,cama_mesa_banho,56.0,262.0,1.0,1750.0,45.0,15.0,35.0
c7d27a4e976afb541a3af538a7594f72,construcao_ferramentas_iluminacao,59.0,302.0,1.0,400.0,30.0,15.0,15.0
180a3dd286404dc8a9154904eadaec99,cama_mesa_banho,41.0,297.0,1.0,13475.0,55.0,50.0,50.0
87c070a9069fffd77616e3581d8d2ba1,esporte_lazer,36.0,213.0,1.0,5900.0,105.0,8.0,27.0
8b52d90d2e8716dad633486c6cc94ecf,telefonia,48.0,504.0,3.0,408.0,14.0,16.0,15.0
756d52539899974a9b2ae56aff0b6a2e,construcao_ferramentas_jardim,56.0,1829.0,1.0,15100.0,59.0,32.0,22.0
da7a746a5e1464d8e8ee38bab3afa5b6,bebes,32.0,1531.0,2.0,900.0,30.0,40.0,50.0
69d1a2681324d48bb7f38a7bb7b2646f,perfumaria,54.0,954.0,1.0,50.0,16.0,5.0,11.0
5d92abea542c2022dfee91dd630f2697,cama_mesa_banho,57.0,261.0,2.0,1580.0,66.0,13.0,45.0
ef3bda43c679d8fa4a75fce58089c26f,automotivo,36.0,359.0,1.0,15400.0,61.0,61.0,19.0
45e95fa9b4822fe9928abd8993cc37ce,informatica_acessorios,37.0,1866.0,1.0,475.0,18.0,3.0,11.0
33c99a74eb3e4e67bb70dca408c352d2,construcao_ferramentas_construcao,51.0,458.0,7.0,4850.0,20.0,24.0,21.0
f4ed071d646815b06ab9244f2306c1b7,esporte_lazer,51.0,767.0,6.0,950.0,55.0,20.0,22.0
9af675a3fdeff7a4d141e18feaed4375,telefonia,52.0,1096.0,2.0,117.0,16.0,5.0,11.0
9ad9c8e392ba2c6930a3dd1db3c09ea9,esporte_lazer,24.0,424.0,1.0,150.0,16.0,2.0,11.0
a3ade87bbaa7f21569a935c8e3ab5b71,moveis_decoracao,58.0,185.0,1.0,900.0,35.0,3.0,26.0
63880b203cc3bae1fd0520242cdbedd1,utilidades_domesticas,51.0,467.0,1.0,550.0,26.0,9.0,11.0
003dbcabcf8e3231de657c7d9f9a5eba,esporte_lazer,43.0,1213.0,1.0,1800.0,30.0,22.0,22.0
b575098a6da9b81384a7df56314b7f70,ferramentas_jardim,54.0,887.0,3.0,30000.0,47.0,62.0,62.0
6e59a5107a6102148b438cb33d5a2529,malas_acessorios,49.0,826.0,1.0,800.0,21.0,50.0,33.0
6bdaa623c65ac1bc506629741929963e,utilidades_domesticas,53.0,567.0,1.0,2600.0,45.0,37.0,16.0
761786c69af6094fe760ef42fbceaa1f,fashion_bolsas_e_acessorios,31.0,331.0,5.0,200.0,16.0,12.0,14.0
a64f5291d8f2aa4d9d5f034a5c469dec,livros_interesse_geral,18.0,1081.0,1.0,250.0,26.0,3.0,36.0
eec68ed7d496bb2ee6aa0a69bb78acd2,papelaria,34.0,332.0,2.0,850.0,40.0,15.0,37.0
306e6b5dda3397e4a9312f94d82565b5,brinquedos,54.0,1213.0,9.0,8450.0,30.0,26.0,12.0
5e34d2963378695699827b6e629392b4,esporte_lazer,48.0,989.0,6.0,700.0,24.0,15.0,23.0
bfd7070500b5ef628b0216d884d2bc02,informatica_acessorios,52.0,334.0,2.0,151.0,17.0,11.0,21.0
d51ac9dcce784a7cecedf34f4a983692,moveis_decoracao,55.0,1260.0,4.0,1150.0,60.0,7.0,11.0
3178ee7d2c17d1caef4955dd9bad16f6,artigos_de_natal,60.0,188.0,1.0,150.0,16.0,37.0,11.0
